Null,2022-09-19 20:28:37.932664,0,0,0,19566.15,0,0
Null,2022-09-19 20:28:51.230863,0,0,0,19566.15,0,0
Null,2022-09-19 20:29:04.411613,0,0,0,19566.15,0,0
Null,2022-09-19 20:29:18.567644,0,0,0,19567.93,0,0
Null,2022-09-19 20:29:34.176985,0,0,0,19567.93,0,0
Null,2022-09-19 20:29:49.147917,0,0,0,19567.93,0,0
Null,2022-09-19 20:30:07.366481,0,0,0,19567.93,0,0
Null,2022-09-19 20:30:21.720722,0,0,0,19522.64,0,0
Null,2022-09-19 20:30:35.157553,0,0,0,19522.64,0,0
Null,2022-09-19 20:30:49.966505,0,0,0,19522.64,0,0
Null,2022-09-19 20:31:04.946660,0,0,0,19522.64,0,0
Null,2022-09-19 20:31:18.966287,0,0,0,19522.64,0,0
Null,2022-09-19 20:31:34.485007,0,0,0,19517.8,0,0
Null,2022-09-19 20:31:48.713170,0,0,0,19517.8,0,0
Null,2022-09-19 20:32:02.358695,0,0,0,19517.8,0,0
Null,2022-09-19 20:32:15.429152,0,0,0,19517.8,0,0
Null,2022-09-19 20:32:28.913357,0,0,0,19517.8,0,0
Null,2022-09-19 20:32:42.320789,0,0,0,19519.63,0,0
Null,2022-09-19 20:32:55.883295,0,0,0,19519.63,0,0
Null,2022-09-19 20:33:09.887666,0,0,0,19519.63,0,0
Null,2022-09-19 20:33:23.663353,0,0,0,19519.63,0,0
Null,2022-09-19 20:33:37.278555,0,0,0,19519.63,0,0
Null,2022-09-19 20:33:50.936399,0,0,0,19507.35,0,0
Null,2022-09-19 20:34:04.648634,0,0,0,19507.35,0,0
Null,2022-09-19 20:34:18.105227,0,0,0,19507.35,0,0
Null,2022-09-19 20:34:31.545634,0,0,0,19507.35,0,0
Null,2022-09-19 20:34:44.976835,0,0,0,19507.35,0,0
Null,2022-09-19 20:34:58.573930,0,0,0,19507.08,0,0
Null,2022-09-19 20:35:12.142550,0,0,0,19507.08,0,0
Null,2022-09-19 20:35:26.099892,0,0,0,19507.08,0,0
Null,2022-09-19 20:35:40.799036,0,0,0,19507.08,0,0
Null,2022-09-19 20:35:54.994388,0,0,0,19507.08,0,0
Null,2022-09-19 20:36:08.433090,0,0,0,19507.08,0,0
Null,2022-09-19 20:36:22.022241,0,0,0,19507.08,0,0
Null,2022-09-19 20:36:35.590639,0,0,0,19507.08,0,0
Null,2022-09-19 20:36:49.111269,0,0,0,19507.08,0,0
Null,2022-09-19 20:37:02.323619,0,0,0,19507.08,0,0
Null,2022-09-19 20:37:15.475494,0,0,0,19505.55,0,0
Null,2022-09-19 20:37:28.873549,0,0,0,19505.55,0,0
Null,2022-09-19 20:37:42.116187,0,0,0,19505.55,0,0
Null,2022-09-19 20:37:55.537638,0,0,0,19505.55,0,0
Null,2022-09-19 20:38:09.131829,0,0,0,19505.55,0,0
Null,2022-09-19 20:38:22.497611,0,0,0,19517.65,0,0
Null,2022-09-19 20:38:35.703371,0,0,0,19517.65,0,0
Null,2022-09-19 20:38:48.942747,0,0,0,19517.65,0,0
Null,2022-09-19 20:39:02.278061,0,0,0,19517.65,0,0
Null,2022-09-19 20:39:15.339642,0,0,0,19517.65,0,0
Null,2022-09-19 20:39:29.907614,0,0,0,19524.49,0,0
Null,2022-09-19 20:39:45.005137,0,0,0,19524.49,0,0
Null,2022-09-19 20:39:59.498735,0,0,0,19524.49,0,0
Null,2022-09-19 20:40:16.129497,0,0,0,19524.49,0,0
Null,2022-09-19 20:40:34.658467,0,0,0,19524.49,0,0
Null,2022-09-19 20:40:48.729961,0,0,0,19524.49,0,0
